"","LON","LAT","YEAR","MO","DY","HR","T2M","RH2M","PRECTOTCORR"
"77268",2,45,2010,10,25,11,7.85,57.21,0.36
"77269",2,45,2010,10,25,12,7.96,56.8,0.36
"77270",2,45,2010,10,25,13,7.92,58.57,0.29
"77271",2,45,2010,10,25,14,7.75,59.83,0.27
"77272",2,45,2010,10,25,15,7.23,61.56,0.19
"77273",2,45,2010,10,25,16,6.18,65.89,0.16
"77274",2,45,2010,10,25,17,4.89,72.66,0.18
"77275",2,45,2010,10,25,18,4.21,76.45,0.15
"77276",2,45,2010,10,25,19,3.75,78.24,0.09
"77277",2,45,2010,10,25,20,3.36,79.44,0.04
"77278",2,45,2010,10,25,21,3,80.07,0.03
"77279",2,45,2010,10,25,22,2.54,81.02,0.02
"77280",2,45,2010,10,25,23,1.96,83.11,0.01
"77281",2,45,2010,10,26,0,1.42,86.18,0.01
"77282",2,45,2010,10,26,1,0.96,89.09,0.01
"77283",2,45,2010,10,26,2,0.44,91.52,0
"77284",2,45,2010,10,26,3,-0.19,94.95,0
"77285",2,45,2010,10,26,4,-0.39,95.23,0
"77286",2,45,2010,10,26,5,-0.8,96.89,0
"77287",2,45,2010,10,26,6,-1.39,100,0.01
"77288",2,45,2010,10,26,7,0.04,90.02,0.01
"77289",2,45,2010,10,26,8,2.61,75.94,0
"77290",2,45,2010,10,26,9,5.67,58.69,0
"77291",2,45,2010,10,26,10,7.96,46.49,0
"77292",2,45,2010,10,26,11,9.69,40.04,0
"77293",2,45,2010,10,26,12,10.85,37.28,0
"77294",2,45,2010,10,26,13,11.45,36.51,0
"77295",2,45,2010,10,26,14,11.37,37.63,0
"77296",2,45,2010,10,26,15,10.55,40.84,0
"77297",2,45,2010,10,26,16,7.33,57.65,0
"77298",2,45,2010,10,26,17,3.91,68.47,0
"77299",2,45,2010,10,26,18,2.86,72.72,0
"77300",2,45,2010,10,26,19,1.96,76.87,0
"77301",2,45,2010,10,26,20,1.29,79.96,0
"77302",2,45,2010,10,26,21,0.88,81.64,0
"77303",2,45,2010,10,26,22,1.01,82.08,0
"77304",2,45,2010,10,26,23,1.24,81.43,0
"77305",2,45,2010,10,27,0,0.89,82.54,0
"77306",2,45,2010,10,27,1,0.34,84.13,0
"77307",2,45,2010,10,27,2,0.3,80.85,0
"77308",2,45,2010,10,27,3,0.43,74.62,0
"77309",2,45,2010,10,27,4,0.55,67.07,0
"77310",2,45,2010,10,27,5,0.7,61.23,0
"77311",2,45,2010,10,27,6,0.91,56.48,0
"77312",2,45,2010,10,27,7,3.21,55.06,0
"77313",2,45,2010,10,27,8,7.65,39.1,0
"77314",2,45,2010,10,27,9,10.22,29.47,0
"77315",2,45,2010,10,27,10,13.2,23.37,0
"77316",2,45,2010,10,27,11,14.63,23.92,0
"77317",2,45,2010,10,27,12,15.49,24.93,0
"77318",2,45,2010,10,27,13,15.75,27.13,0
"77319",2,45,2010,10,27,14,15.42,29.04,0
"77320",2,45,2010,10,27,15,14.23,35.19,0
"77321",2,45,2010,10,27,16,11,52.3,0
"77322",2,45,2010,10,27,17,8.98,49.83,0
"77323",2,45,2010,10,27,18,8.97,45.92,0
"77324",2,45,2010,10,27,19,8.47,45.11,0
"77325",2,45,2010,10,27,20,7.85,46.17,0
"77326",2,45,2010,10,27,21,7.55,45.93,0
"77327",2,45,2010,10,27,22,7.5,47.44,0
"77328",2,45,2010,10,27,23,7.51,47.1,0
"77329",2,45,2010,10,28,0,7.33,47.67,0
"77330",2,45,2010,10,28,1,7.1,48.57,0
"77331",2,45,2010,10,28,2,6.81,48.59,0
"77332",2,45,2010,10,28,3,6.49,49.34,0
"77333",2,45,2010,10,28,4,5.96,50.52,0
"77334",2,45,2010,10,28,5,4.77,54.51,0
"77335",2,45,2010,10,28,6,4.12,54.77,0
"77336",2,45,2010,10,28,7,5.36,54.43,0
"77337",2,45,2010,10,28,8,8.78,45.69,0
"77338",2,45,2010,10,28,9,11.42,33.31,0
"77339",2,45,2010,10,28,10,13.82,30.62,0
"77340",2,45,2010,10,28,11,15.19,31.09,0
"77341",2,45,2010,10,28,12,15.99,31.57,0
"77342",2,45,2010,10,28,13,16.38,32.36,0
"77343",2,45,2010,10,28,14,16.3,34.1,0
"77344",2,45,2010,10,28,15,15.75,38.61,0
"77345",2,45,2010,10,28,16,14.19,42.97,0
"77346",2,45,2010,10,28,17,12.89,41.32,0
"77347",2,45,2010,10,28,18,11.67,45.21,0
"77348",2,45,2010,10,28,19,9.53,54.62,0
"77349",2,45,2010,10,28,20,7.64,63.54,0
"77350",2,45,2010,10,28,21,6.62,67.96,0
"77351",2,45,2010,10,28,22,6.44,67.64,0
"77352",2,45,2010,10,28,23,6.6,65.74,0
"77353",2,45,2010,10,29,0,6.76,63.72,0
"77354",2,45,2010,10,29,1,6.96,60.79,0
"77355",2,45,2010,10,29,2,6.89,59.47,0
"77356",2,45,2010,10,29,3,6.78,58.46,0
"77357",2,45,2010,10,29,4,6.86,57.31,0
"77358",2,45,2010,10,29,5,6.98,58.02,0
"77359",2,45,2010,10,29,6,7.05,62.78,0
"77360",2,45,2010,10,29,7,7.82,67.83,0
"77361",2,45,2010,10,29,8,9.95,66.77,0
"77362",2,45,2010,10,29,9,12.58,61.77,0
"77363",2,45,2010,10,29,10,14.37,58.63,0
"77364",2,45,2010,10,29,11,15.67,57.88,0
"77365",2,45,2010,10,29,12,16.37,59.59,0
"77366",2,45,2010,10,29,13,16.31,63.3,0
"77367",2,45,2010,10,29,14,15.77,67.43,0
"77368",2,45,2010,10,29,15,14.75,73.33,0
"77369",2,45,2010,10,29,16,13.22,81.46,0
"77370",2,45,2010,10,29,17,11.95,89.27,0
"77371",2,45,2010,10,29,18,11.74,91.71,0.5
"77372",2,45,2010,10,29,19,11.79,92.05,0.54
"77373",2,45,2010,10,29,20,11.73,92.96,0.62
"77374",2,45,2010,10,29,21,11.93,92.41,0.52
"77375",2,45,2010,10,29,22,12.11,91.96,0.49
"77376",2,45,2010,10,29,23,11.84,93.48,0.95
"77377",2,45,2010,10,30,0,11.6,94.84,8.08
"77378",2,45,2010,10,30,1,11.66,95.13,25.02
"77379",2,45,2010,10,30,2,11.49,95.88,36.28
"77380",2,45,2010,10,30,3,10.89,97.33,32.38
"77381",2,45,2010,10,30,4,9.82,99.18,21.71
"77382",2,45,2010,10,30,5,8.77,99.88,11.61
"77383",2,45,2010,10,30,6,8.24,100,4.49
"77384",2,45,2010,10,30,7,8.63,98.07,1.53
"77385",2,45,2010,10,30,8,9.41,94.11,0.9
"77386",2,45,2010,10,30,9,10.48,87.46,0.64
"77387",2,45,2010,10,30,10,11.53,79.6,0.5
"77388",2,45,2010,10,30,11,12.48,71.33,0.75
"77389",2,45,2010,10,30,12,13.5,64.77,0.74
"77390",2,45,2010,10,30,13,13.87,62.37,1.45
"77391",2,45,2010,10,30,14,12.93,67.14,2.68
"77392",2,45,2010,10,30,15,11.62,79.11,3.39
"77393",2,45,2010,10,30,16,10.57,79.87,4.4
"77394",2,45,2010,10,30,17,9.65,82.62,6.52
"77395",2,45,2010,10,30,18,8.68,88.98,12.75
"77396",2,45,2010,10,30,19,8.47,90.47,9.96
"77397",2,45,2010,10,30,20,8.48,93.92,4.05
"77398",2,45,2010,10,30,21,9.23,95.35,4.42
"77399",2,45,2010,10,30,22,9.64,96.01,5.95
"77400",2,45,2010,10,30,23,9.66,94.94,5.86
"77401",2,45,2010,10,31,0,9.47,93.66,4.64
"77402",2,45,2010,10,31,1,9.08,93.36,4.02
"77403",2,45,2010,10,31,2,8.62,93.02,2.32
"77404",2,45,2010,10,31,3,7.85,94.28,0.71
"77405",2,45,2010,10,31,4,7.45,94.1,0.18
"77406",2,45,2010,10,31,5,7.53,94.7,0.2
"77407",2,45,2010,10,31,6,8.07,95.17,0.44
"77408",2,45,2010,10,31,7,9.47,93.43,2.23
"77409",2,45,2010,10,31,8,11.04,91.57,4.1
"77410",2,45,2010,10,31,9,12.13,90.31,5.81
"77411",2,45,2010,10,31,10,13.15,86.45,8.6
"77412",2,45,2010,10,31,11,14.22,79.61,13.33
"77413",2,45,2010,10,31,12,14.49,73.82,18.47
"77414",2,45,2010,10,31,13,13.97,73.41,13.57
"77415",2,45,2010,10,31,14,13.06,77.42,8.98
"77416",2,45,2010,10,31,15,12.16,82.81,4.9
"77417",2,45,2010,10,31,16,10.78,91.71,2.25
"77418",2,45,2010,10,31,17,9.84,94.99,1.14
"77419",2,45,2010,10,31,18,9.47,96.57,6.05
"77420",2,45,2010,10,31,19,9.21,97.54,7.51
"77421",2,45,2010,10,31,20,8.96,98.59,8.51
"77422",2,45,2010,10,31,21,8.84,98.52,12.46
"77423",2,45,2010,10,31,22,8.79,98.25,15.01
"77424",2,45,2010,10,31,23,8.68,98.1,14.8
"77425",2,45,2010,11,1,0,8.54,98.12,17.98
"77426",2,45,2010,11,1,1,8.46,98.14,22.66
"77427",2,45,2010,11,1,2,8.31,98.49,20.33
"77428",2,45,2010,11,1,3,8.14,98.44,15.89
"77429",2,45,2010,11,1,4,7.64,98.59,8.58
"77430",2,45,2010,11,1,5,7.02,98.54,4.87
"77431",2,45,2010,11,1,6,6.56,98.54,2.46
"77432",2,45,2010,11,1,7,7.26,97.8,2.49
"77433",2,45,2010,11,1,8,8.68,96.39,1.98
"77434",2,45,2010,11,1,9,10.51,93.01,1.74
"77435",2,45,2010,11,1,10,12.41,86.11,3.26
"77436",2,45,2010,11,1,11,13.74,79.37,8.3
"77437",2,45,2010,11,1,12,14.4,75.88,13.78
"77438",2,45,2010,11,1,13,14.42,75.53,9.03
"77439",2,45,2010,11,1,14,13.79,77.85,4.73
"77440",2,45,2010,11,1,15,12.57,82.37,2.11
"77441",2,45,2010,11,1,16,11.2,88.62,1.95
"77442",2,45,2010,11,1,17,10.23,93.4,2.87
"77443",2,45,2010,11,1,18,9.85,94.87,0.06
"77444",2,45,2010,11,1,19,9.48,95.87,0.04
"77445",2,45,2010,11,1,20,8.69,98.56,0.04
"77446",2,45,2010,11,1,21,7.94,100,0.03
"77447",2,45,2010,11,1,22,7.33,100,0.03
"77448",2,45,2010,11,1,23,6.66,100,0.02
"77449",2,45,2010,11,2,0,6.25,100,0.02
"77450",2,45,2010,11,2,1,5.93,100,0.01
"77451",2,45,2010,11,2,2,5.66,100,0.02
"77452",2,45,2010,11,2,3,5.58,100,0.01
"77453",2,45,2010,11,2,4,5.57,99.26,0.07
"77454",2,45,2010,11,2,5,5.33,98.89,0.1
"77455",2,45,2010,11,2,6,4.95,99.27,0.07
"77456",2,45,2010,11,2,7,5.71,95.08,0.08
"77457",2,45,2010,11,2,8,7.67,85.81,0.08
"77458",2,45,2010,11,2,9,9.52,75.33,0.03
"77459",2,45,2010,11,2,10,11.13,68.46,0
"77460",2,45,2010,11,2,11,12.41,63.76,0
"77461",2,45,2010,11,2,12,13.21,61.81,0
"77462",2,45,2010,11,2,13,13.54,61.67,0
"77463",2,45,2010,11,2,14,13.42,63.37,0
"77464",2,45,2010,11,2,15,12.66,67.98,0.01
"77465",2,45,2010,11,2,16,10.63,80.69,0.02
"77466",2,45,2010,11,2,17,9.12,89.61,0.07
"77467",2,45,2010,11,2,18,8.82,92.86,0.1
"77468",2,45,2010,11,2,19,8.81,95.01,0.2
"77469",2,45,2010,11,2,20,8.52,98.72,0.32
"77470",2,45,2010,11,2,21,8.37,100,0.62
"77471",2,45,2010,11,2,22,8.58,100,1.27
"77472",2,45,2010,11,2,23,8.68,100,2.21
"77473",2,45,2010,11,3,0,8.63,100,3.24
"77474",2,45,2010,11,3,1,8.71,100,4.41
"77475",2,45,2010,11,3,2,8.96,100,5.33
"77476",2,45,2010,11,3,3,9.39,100,6.14
"77477",2,45,2010,11,3,4,9.71,99.7,5.62
"77478",2,45,2010,11,3,5,9.89,99.4,8.07
"77479",2,45,2010,11,3,6,9.99,99.26,8.43
"77480",2,45,2010,11,3,7,10.51,98.61,6.94
"77481",2,45,2010,11,3,8,11.51,97.47,5.49
"77482",2,45,2010,11,3,9,12.5,96.16,4.69
"77483",2,45,2010,11,3,10,13.31,92.95,4.31
"77484",2,45,2010,11,3,11,13.78,89.37,3.95
"77485",2,45,2010,11,3,12,14.43,84.65,2.59
"77486",2,45,2010,11,3,13,14.72,81.14,1.87
"77487",2,45,2010,11,3,14,14.5,80.72,1.7
"77488",2,45,2010,11,3,15,13.73,86.27,1.68
"77489",2,45,2010,11,3,16,12.44,94.13,1.17
"77490",2,45,2010,11,3,17,11.48,97.24,1.03
"77491",2,45,2010,11,3,18,10.83,99.21,0.47
"77492",2,45,2010,11,3,19,10.57,100,0.56
"77493",2,45,2010,11,3,20,10.08,100,0.69
"77494",2,45,2010,11,3,21,10.11,100,0.68
"77495",2,45,2010,11,3,22,10.18,100,0.68
"77496",2,45,2010,11,3,23,10.25,100,0.73
"77497",2,45,2010,11,4,0,10.17,99.98,0.83
"77498",2,45,2010,11,4,1,10.02,100,0.95
"77499",2,45,2010,11,4,2,9.94,100,1.09
"77500",2,45,2010,11,4,3,9.81,100,1.09
"77501",2,45,2010,11,4,4,9.59,100,1.07
"77502",2,45,2010,11,4,5,9.62,99.53,0.98
"77503",2,45,2010,11,4,6,9.69,98.71,0.85
"77504",2,45,2010,11,4,7,10.26,97.56,0.71
"77505",2,45,2010,11,4,8,11.72,95.17,0.55
"77506",2,45,2010,11,4,9,13.2,92.35,0.46
"77507",2,45,2010,11,4,10,14.58,89.14,0.37
"77508",2,45,2010,11,4,11,15.69,84.83,0.39
"77509",2,45,2010,11,4,12,16.32,81.46,0.4
"77510",2,45,2010,11,4,13,16.59,79.78,0.4
"77511",2,45,2010,11,4,14,16.53,79.91,0.44
"77512",2,45,2010,11,4,15,15.91,83.46,0.36
"77513",2,45,2010,11,4,16,13.94,93.7,0.18
"77514",2,45,2010,11,4,17,12.37,100,0.09
"77515",2,45,2010,11,4,18,11.74,100,0.11
"77516",2,45,2010,11,4,19,11.26,100,0.14
"77517",2,45,2010,11,4,20,10.87,100,0.16
"77518",2,45,2010,11,4,21,10.59,100,0.13
"77519",2,45,2010,11,4,22,10.21,100,0.13
"77520",2,45,2010,11,4,23,9.9,100,0.16
"77521",2,45,2010,11,5,0,9.81,100,0.17
"77522",2,45,2010,11,5,1,9.62,100,0.17
"77523",2,45,2010,11,5,2,9.33,100,0.16
"77524",2,45,2010,11,5,3,8.87,100,0.15
"77525",2,45,2010,11,5,4,8.31,100,0.14
"77526",2,45,2010,11,5,5,7.97,100,0.13
"77527",2,45,2010,11,5,6,7.78,100,0.13
"77528",2,45,2010,11,5,7,9.04,100,0.14
"77529",2,45,2010,11,5,8,11.03,93.14,0.12
"77530",2,45,2010,11,5,9,13.29,86.61,0.13
"77531",2,45,2010,11,5,10,15.26,79.1,0.12
"77532",2,45,2010,11,5,11,16.39,73.56,0.06
"77533",2,45,2010,11,5,12,17.12,70.34,0.02
"77534",2,45,2010,11,5,13,17.33,69.13,0.01
"77535",2,45,2010,11,5,14,17,69.92,0.01
"77536",2,45,2010,11,5,15,16.16,73.56,0.01
"77537",2,45,2010,11,5,16,14.47,80.47,0.01
"77538",2,45,2010,11,5,17,13.33,84.11,0.01
"77539",2,45,2010,11,5,18,12.54,88.36,0.07
"77540",2,45,2010,11,5,19,11.2,95.94,0.1
"77541",2,45,2010,11,5,20,9.81,100,0.23
"77542",2,45,2010,11,5,21,9,100,0.33
"77543",2,45,2010,11,5,22,8.68,100,0.32
"77544",2,45,2010,11,5,23,8.52,100,0.28
"77545",2,45,2010,11,6,0,8.27,100,0.23
"77546",2,45,2010,11,6,1,8.29,100,0.33
"77547",2,45,2010,11,6,2,8.49,100,0.54
"77548",2,45,2010,11,6,3,8.85,100,0.78
"77549",2,45,2010,11,6,4,9.22,100,0.89
"77550",2,45,2010,11,6,5,9.39,100,0.78
"77551",2,45,2010,11,6,6,9.6,99.99,0.75
"77552",2,45,2010,11,6,7,10.06,98.09,0.77
"77553",2,45,2010,11,6,8,11.01,94.9,0.82
"77554",2,45,2010,11,6,9,11.55,93.37,0.78
"77555",2,45,2010,11,6,10,12.35,91,0.85
"77556",2,45,2010,11,6,11,12.83,89.05,0.88
"77557",2,45,2010,11,6,12,13,88.28,1.13
"77558",2,45,2010,11,6,13,12.87,88.43,1.38
"77559",2,45,2010,11,6,14,12.56,89.95,1.84
"77560",2,45,2010,11,6,15,12.14,93.06,2.18
"77561",2,45,2010,11,6,16,11.22,97.68,1.78
"77562",2,45,2010,11,6,17,10.69,99.09,1.8
"77563",2,45,2010,11,6,18,10.47,99.29,2.03
"77564",2,45,2010,11,6,19,10.43,99.01,2.07
"77565",2,45,2010,11,6,20,10.39,98.72,2.26
"77566",2,45,2010,11,6,21,10.35,98.41,2.52
"77567",2,45,2010,11,6,22,10.25,98.26,3.05
"77568",2,45,2010,11,6,23,10.1,98.16,4.13
"77569",2,45,2010,11,7,0,10.08,97.93,3.99
"77570",2,45,2010,11,7,1,9.92,97.86,6.46
"77571",2,45,2010,11,7,2,9.83,97.83,9.66
"77572",2,45,2010,11,7,3,9.8,97.78,16.93
"77573",2,45,2010,11,7,4,9.66,97.59,28.33
"77574",2,45,2010,11,7,5,8.84,97.06,34.37
"77575",2,45,2010,11,7,6,6.75,96.29,21.12
"77576",2,45,2010,11,7,7,5.6,96.55,5.97
"77577",2,45,2010,11,7,8,5.97,96.11,0.8
"77578",2,45,2010,11,7,9,6.69,93.5,1.27
"77579",2,45,2010,11,7,10,7.68,86.49,1.63
"77580",2,45,2010,11,7,11,8.67,77.67,1.31
"77581",2,45,2010,11,7,12,8.71,74.93,2
"77582",2,45,2010,11,7,13,7.96,77.64,3.05
"77583",2,45,2010,11,7,14,7.25,81.02,2.87
"77584",2,45,2010,11,7,15,6.55,84.85,2.02
"77585",2,45,2010,11,7,16,5.69,91.38,1.09
"77586",2,45,2010,11,7,17,4.98,95.45,0.64
"77587",2,45,2010,11,7,18,4.38,97.68,0.87
"77588",2,45,2010,11,7,19,3.95,99.33,1.21
"77589",2,45,2010,11,7,20,3.8,99.39,1.21
"77590",2,45,2010,11,7,21,3.74,98.62,2.5
"77591",2,45,2010,11,7,22,3.7,97.3,4.43
"77592",2,45,2010,11,7,23,3.43,97.49,3.52
"77593",2,45,2010,11,8,0,3.4,97.39,3.92
"77594",2,45,2010,11,8,1,3.34,97.31,4.85
"77595",2,45,2010,11,8,2,3.35,97.5,5
"77596",2,45,2010,11,8,3,3.43,97.59,4.39
"77597",2,45,2010,11,8,4,3.55,97.59,4.82
"77598",2,45,2010,11,8,5,3.69,97.63,7.04
"77599",2,45,2010,11,8,6,3.84,97.75,8.13
"77600",2,45,2010,11,8,7,4.02,98.01,8.01
"77601",2,45,2010,11,8,8,4.23,97.66,10.06
"77602",2,45,2010,11,8,9,4.34,97.21,14.25
"77603",2,45,2010,11,8,10,4.43,96.02,20.6
"77604",2,45,2010,11,8,11,4.47,94.27,31.25
"77605",2,45,2010,11,8,12,4.11,95.22,42.83
"77606",2,45,2010,11,8,13,4.12,97.25,33.86
"77607",2,45,2010,11,8,14,5.16,96.97,16.93
"77608",2,45,2010,11,8,15,6.62,95.27,12.09
"77609",2,45,2010,11,8,16,6.82,96.42,9.1
"77610",2,45,2010,11,8,17,6.62,97.95,7.95
"77611",2,45,2010,11,8,18,6.52,98.33,11.87
"77612",2,45,2010,11,8,19,6.4,98.36,14.53
"77613",2,45,2010,11,8,20,6.38,98.34,17.1
"77614",2,45,2010,11,8,21,6.43,98.6,15.73
"77615",2,45,2010,11,8,22,6.46,98.65,13.91
"77616",2,45,2010,11,8,23,6.47,98.37,14.4
"77617",2,45,2010,11,9,0,6.58,98.21,14.57
"77618",2,45,2010,11,9,1,6.81,98.14,14.39
"77619",2,45,2010,11,9,2,6.76,98.32,14.12
"77620",2,45,2010,11,9,3,6.62,98.21,14.93
"77621",2,45,2010,11,9,4,6.64,98.21,15.4
"77622",2,45,2010,11,9,5,6.73,98.04,16.07
"77623",2,45,2010,11,9,6,6.74,97.65,18.13
"77624",2,45,2010,11,9,7,6.79,97.49,15.89
"77625",2,45,2010,11,9,8,7.23,97.53,12.66
"77626",2,45,2010,11,9,9,7.57,97.31,16.79
"77627",2,45,2010,11,9,10,7.72,96.72,26.5
"77628",2,45,2010,11,9,11,7.36,95.19,40
"77629",2,45,2010,11,9,12,6.93,95.38,30.61
"77630",2,45,2010,11,9,13,7.57,96.2,18.03
"77631",2,45,2010,11,9,14,7.69,96.61,20.1
"77632",2,45,2010,11,9,15,7.64,96.7,22.03
"77633",2,45,2010,11,9,16,7.62,97.01,21.6
"77634",2,45,2010,11,9,17,7.49,97.06,18.37
"77635",2,45,2010,11,9,18,7.34,96.96,11.81
"77636",2,45,2010,11,9,19,7.39,97.14,9.31
"77637",2,45,2010,11,9,20,7.33,97.44,9.3
"77638",2,45,2010,11,9,21,6.89,97.92,8.75
"77639",2,45,2010,11,9,22,6.46,98.13,8.94
"77640",2,45,2010,11,9,23,6.26,98.12,11.94
"77641",2,45,2010,11,10,0,6.27,97.9,16.4
"77642",2,45,2010,11,10,1,6.39,97.7,22.64
"77643",2,45,2010,11,10,2,6.28,97.51,29.05
"77644",2,45,2010,11,10,3,6.04,97.78,21.94
"77645",2,45,2010,11,10,4,6.18,98.39,12.88
"77646",2,45,2010,11,10,5,6.6,98.18,7.28
"77647",2,45,2010,11,10,6,6.57,98.09,5.86
"77648",2,45,2010,11,10,7,6.28,98.06,4.89
"77649",2,45,2010,11,10,8,6.22,97.56,4.04
"77650",2,45,2010,11,10,9,6.27,96.14,3.41
"77651",2,45,2010,11,10,10,6.54,94.22,3.29
"77652",2,45,2010,11,10,11,6.9,92.07,3.47
"77653",2,45,2010,11,10,12,7.2,89.86,4.25
"77654",2,45,2010,11,10,13,7.78,85.76,4.25
"77655",2,45,2010,11,10,14,7.95,83.04,3.47
"77656",2,45,2010,11,10,15,7.44,85.38,3.48
"77657",2,45,2010,11,10,16,5.83,93.24,2.69
"77658",2,45,2010,11,10,17,5.25,95.85,2.7
"77659",2,45,2010,11,10,18,4.89,97.02,1.32
"77660",2,45,2010,11,10,19,4.18,98.92,1.18
"77661",2,45,2010,11,10,20,3.49,100,0.54
"77662",2,45,2010,11,10,21,3.27,99.91,0.46
"77663",2,45,2010,11,10,22,3.28,98.54,0.42
"77664",2,45,2010,11,10,23,3.33,97.28,0.38
"77665",2,45,2010,11,11,0,3.28,96.87,0.37
"77666",2,45,2010,11,11,1,2.58,98.91,0.34
"77667",2,45,2010,11,11,2,2.54,98.17,0.31
"77668",2,45,2010,11,11,3,2.51,97.36,0.36
"77669",2,45,2010,11,11,4,2.36,97.36,0.42
"77670",2,45,2010,11,11,5,2.22,97.27,0.41
"77671",2,45,2010,11,11,6,2.2,97.19,0.38
"77672",2,45,2010,11,11,7,2.28,96.88,0.32
"77673",2,45,2010,11,11,8,2.68,96.5,0.9
"77674",2,45,2010,11,11,9,3.3,95.75,2.26
"77675",2,45,2010,11,11,10,3.8,95.69,4.74
"77676",2,45,2010,11,11,11,4.43,95.92,6.23
"77677",2,45,2010,11,11,12,5.21,96,6.23
"77678",2,45,2010,11,11,13,6.48,95.7,7.91
"77679",2,45,2010,11,11,14,7.59,95.58,11.34
"77680",2,45,2010,11,11,15,7.9,96.6,13.85
"77681",2,45,2010,11,11,16,7.85,97.06,11.19
"77682",2,45,2010,11,11,17,7.77,97.14,11.07
"77683",2,45,2010,11,11,18,7.77,97.15,12.03
"77684",2,45,2010,11,11,19,7.85,97.48,12.61
"77685",2,45,2010,11,11,20,8.02,97.63,12.25
"77686",2,45,2010,11,11,21,8.34,97.62,13.92
"77687",2,45,2010,11,11,22,8.78,97.75,16.81
"77688",2,45,2010,11,11,23,9.24,97.8,16.3
"77689",2,45,2010,11,12,0,9.63,97.98,14.91
"77690",2,45,2010,11,12,1,10.01,98.02,15.68
"77691",2,45,2010,11,12,2,10.36,98.07,18.19
"77692",2,45,2010,11,12,3,10.57,98.17,15.92
"77693",2,45,2010,11,12,4,10.65,98.27,11.84
"77694",2,45,2010,11,12,5,10.7,98.21,10.81
"77695",2,45,2010,11,12,6,10.69,98.19,10.65
"77696",2,45,2010,11,12,7,10.68,98.17,10.96
"77697",2,45,2010,11,12,8,10.91,98.03,10.62
"77698",2,45,2010,11,12,9,11.34,97.83,9.21
"77699",2,45,2010,11,12,10,11.86,97.54,7.78
"77700",2,45,2010,11,12,11,12.55,97.23,7.2
"77701",2,45,2010,11,12,12,12.91,97.11,6.88
"77702",2,45,2010,11,12,13,13.15,96.9,5.86
"77703",2,45,2010,11,12,14,13.4,96.32,4.38
"77704",2,45,2010,11,12,15,13.17,96.56,3.81
"77705",2,45,2010,11,12,16,12.57,97.47,3.8
"77706",2,45,2010,11,12,17,12.18,97.62,3.71
"77707",2,45,2010,11,12,18,11.94,97.41,2.78
"77708",2,45,2010,11,12,19,11.6,97.59,1.9
"77709",2,45,2010,11,12,20,11.28,97.71,1.32
"77710",2,45,2010,11,12,21,11.03,97.69,0.95
"77711",2,45,2010,11,12,22,10.67,98.12,0.67
"77712",2,45,2010,11,12,23,10.17,98.7,0.41
"77713",2,45,2010,11,13,0,9.51,99.23,0.24
"77714",2,45,2010,11,13,1,8.8,99.69,0.18
"77715",2,45,2010,11,13,2,8.3,99.7,0.16
"77716",2,45,2010,11,13,3,7.82,99.48,0.13
"77717",2,45,2010,11,13,4,7.34,98.87,0.12
"77718",2,45,2010,11,13,5,7.15,98.32,0.12
"77719",2,45,2010,11,13,6,7.15,97.52,0.16
"77720",2,45,2010,11,13,7,7.72,96.11,0.15
"77721",2,45,2010,11,13,8,9.39,93.62,0.12
"77722",2,45,2010,11,13,9,11.15,91.16,0.08
"77723",2,45,2010,11,13,10,13.39,84.71,0.05
"77724",2,45,2010,11,13,11,15.11,76.98,0.02
"77725",2,45,2010,11,13,12,16.15,71.04,0
"77726",2,45,2010,11,13,13,16.5,68.93,0
"77727",2,45,2010,11,13,14,16.33,68.82,0
"77728",2,45,2010,11,13,15,15.15,75.71,0
"77729",2,45,2010,11,13,16,11.59,88.78,0
"77730",2,45,2010,11,13,17,10.01,95.03,0
"77731",2,45,2010,11,13,18,9.71,96.81,0
"77732",2,45,2010,11,13,19,9.9,96.05,0
"77733",2,45,2010,11,13,20,9.51,97.92,0.05
"77734",2,45,2010,11,13,21,8.88,98.51,0.11
"77735",2,45,2010,11,13,22,8.46,97.17,0.11
"77736",2,45,2010,11,13,23,8.34,97.64,0.16
"77737",2,45,2010,11,14,0,8.51,99.21,0.23
"77738",2,45,2010,11,14,1,8.95,99.46,0.26
"77739",2,45,2010,11,14,2,9.33,99.37,0.25
"77740",2,45,2010,11,14,3,9.6,98.82,0.24
"77741",2,45,2010,11,14,4,9.82,96.98,0.24
"77742",2,45,2010,11,14,5,9.64,97.91,0.27
"77743",2,45,2010,11,14,6,9.53,98.29,0.32
"77744",2,45,2010,11,14,7,9.77,97.39,0.37
"77745",2,45,2010,11,14,8,11.49,92.27,0.36
"77746",2,45,2010,11,14,9,13.28,88.35,0.32
"77747",2,45,2010,11,14,10,14.7,83.05,0.45
"77748",2,45,2010,11,14,11,15.37,74.5,0.7
"77749",2,45,2010,11,14,12,14.97,71.61,1.18
"77750",2,45,2010,11,14,13,13.53,77.74,2.33
"77751",2,45,2010,11,14,14,12.19,85.33,5.61
"77752",2,45,2010,11,14,15,10.94,91.7,9.4
"77753",2,45,2010,11,14,16,9.91,94.17,12.92
"77754",2,45,2010,11,14,17,9.06,93.82,16.31
"77755",2,45,2010,11,14,18,8.24,94.33,25.22
"77756",2,45,2010,11,14,19,7.39,95.08,31.89
"77757",2,45,2010,11,14,20,6.82,95.64,40.47
"77758",2,45,2010,11,14,21,6.47,96.09,47.73
"77759",2,45,2010,11,14,22,6.2,96.14,51.73
